chromosomes,Bos_taurus_2,Capra_hircus_2,Ceratotherium_simum_9,Equus_caballus_18,Giraffa_tippelskirchi_3,Gorilla_gorilla_3,Mus_musculus_2,Panthera_tigris_C1,Sus_scrofa_15,Tursiops_truncatus_7
uce-2103_p1,1,1,1,1,1,1,1,1,1,1
uce-2104_p1,0,0,0,0,0,0,0,0,0,0
uce-2104_p2,0,0,0,0,0,0,0,0,0,0
uce-2104_p3,0,0,0,0,0,0,0,0,0,0
uce-2108_p5,0,0,0,0,0,0,0,0,0,0
uce-2108_p6,0,0,0,0,0,0,0,0,0,0
uce-2109_p2,0,0,0,0,0,0,0,0,0,0
uce-211_p2,1,1,1,1,1,1,1,1,1,1
uce-2111_p2,0,0,0,0,0,0,0,1,0,0
uce-2112_p1,0,0,0,0,0,0,0,0,0,0
uce-2113_p2,0,0,0,0,0,0,0,1,0,0
uce-2114_p3,0,0,0,0,0,0,0,0,0,0
uce-2116_p2,0,0,0,0,0,0,0,0,0,0
uce-2118_p2,0,0,0,0,0,0,0,0,0,0
uce-2119_p1,1,1,1,1,1,1,1,1,1,1
uce-212_p2,0,0,0,0,0,0,0,0,0,0
uce-2120_p5,0,0,0,0,0,0,0,1,0,0
uce-2122_p1,0,0,0,0,0,0,0,0,0,0
uce-2124_p1,0,0,0,0,0,0,0,0,0,0
uce-2125_p1,0,0,0,0,0,0,0,1,0,0
uce-2126_p1,0,0,0,0,0,0,0,0,0,0
uce-2127_p2,0,0,0,0,0,0,0,0,0,0
uce-2129_p1,0,0,0,0,0,0,0,0,0,0
uce-213_p1,0,0,0,0,0,0,0,0,0,0
uce-2131_p2,0,0,0,0,0,0,0,0,0,0
uce-2134_p1,0,0,0,0,1,0,0,0,0,0
uce-2135_p1,0,0,0,0,0,0,0,0,0,0
uce-2136_p1,0,0,0,0,1,0,0,0,0,0
uce-2138_p1,1,1,1,1,1,1,1,1,1,1
uce-2140_p2,0,0,0,0,0,0,0,0,0,0
uce-2142_p1,1,1,0,0,1,1,0,1,1,1
uce-2145_p1,0,0,0,0,0,0,0,0,0,0
uce-2146_p2,0,0,0,0,0,1,0,1,1,1
uce-2147_p2,0,0,0,0,0,0,0,0,0,0
uce-2147_p3,0,0,0,0,0,0,0,0,0,0
uce-2147_p4,0,0,0,0,0,0,0,0,0,0
uce-2149_p1,0,0,0,0,0,0,0,0,0,0
uce-215_p3,0,0,0,0,0,0,0,0,0,0
uce-2151_p1,0,0,0,0,0,0,0,0,0,0
uce-2152_p1,0,0,0,0,0,0,0,0,0,0
uce-2154_p1,0,0,0,0,0,0,0,0,0,0
uce-2155_p1,0,0,0,0,0,0,0,0,0,0
uce-2156_p1,0,0,0,0,0,0,0,0,0,0
uce-2157_p1,0,0,0,0,0,0,0,0,0,0
uce-2160_p1,0,0,0,0,0,0,0,0,0,0
uce-2162_p1,0,0,0,0,0,0,0,0,0,0
uce-2163_p1,0,0,0,0,0,0,0,0,0,0
uce-2164_p1,0,0,0,0,0,0,0,0,0,0
uce-2165_p1,0,0,0,0,0,0,0,0,0,0
uce-2166_p1,0,0,0,0,0,0,0,0,0,0
uce-2168_p1,0,0,0,0,0,0,0,0,0,0
uce-2169_p1,0,0,0,0,0,0,0,0,0,0
uce-2172_p1,0,0,0,0,0,0,0,0,0,0
uce-2175_p1,0,0,0,0,1,0,0,0,0,0
uce-2176_p1,0,0,0,0,0,0,0,0,0,0
uce-2177_p1,0,0,0,0,0,0,0,0,1,1
uce-2178_p1,0,0,0,0,0,0,0,0,0,0
uce-2179_p1,0,0,0,0,0,0,0,0,0,0
uce-2180_p1,0,0,0,0,0,0,0,0,0,0
uce-2181_p1,0,1,0,0,1,1,1,1,0,1
uce-2183_p1,0,0,0,0,0,0,0,0,0,0
uce-2185_p1,0,0,0,0,0,0,0,0,0,0
uce-219_p1,0,0,0,0,0,0,0,0,0,0
uce-2190_p1,0,0,0,0,0,0,0,0,0,0
uce-2194_p1,0,0,0,0,0,0,0,0,0,0
uce-2196_p1,0,0,0,0,0,0,0,0,0,0
uce-2198_p1,0,0,0,0,0,0,0,0,0,0
uce-220_p1,1,1,1,1,1,1,1,1,1,1
uce-220_p2,1,1,1,1,1,1,1,1,1,1
uce-220_p3,1,1,1,1,1,1,1,1,1,1
uce-2201_p1,0,0,0,0,0,0,0,0,0,0
uce-2202_p1,0,0,0,0,0,0,0,0,0,0
uce-2204_p1,0,0,0,0,0,0,0,1,0,0
uce-2205_p1,0,0,0,0,0,0,0,0,0,0
uce-2206_p1,0,0,0,0,0,0,0,0,0,0
uce-2208_p1,0,0,0,0,0,0,0,0,0,0
uce-2209_p1,0,0,0,0,0,0,0,0,0,0
uce-221_p1,0,0,0,0,0,0,0,0,0,0
uce-2210_p1,1,1,1,1,1,1,1,1,1,1
uce-2211_p1,0,0,0,0,0,0,0,0,0,0
uce-2212_p1,0,0,0,0,0,0,1,0,0,0
uce-2213_p1,0,0,0,0,0,0,0,0,0,0
uce-2217_p1,0,0,0,0,0,0,0,0,0,0
uce-2219_p1,0,0,0,0,0,0,0,0,0,0
uce-222_p1,0,0,0,0,0,0,0,0,0,0
uce-2220_p1,0,0,0,0,0,0,0,0,0,0
uce-2222_p1,0,0,0,0,0,0,0,0,0,0
uce-2223_p1,0,0,0,0,0,0,0,0,0,0
uce-2225_p1,0,0,0,0,0,0,0,0,0,0
uce-2229_p1,0,0,0,0,0,0,0,0,0,0
uce-223_p3,0,0,0,0,0,0,0,0,0,0
uce-223_p4,0,0,0,0,0,0,0,0,0,0
uce-2230_p1,0,0,0,0,0,0,0,0,0,0
uce-2231_p1,0,0,0,0,0,0,0,0,0,0
uce-2233_p1,0,0,0,0,0,0,0,0,0,0
uce-2235_p1,0,0,0,0,0,0,0,0,0,0
uce-2238_p1,0,0,0,0,0,0,0,0,0,0
uce-2239_p1,0,0,0,0,0,0,0,0,0,0
uce-224_p1,0,0,0,0,0,0,0,0,0,0
uce-2241_p1,0,1,0,0,1,1,0,0,0,1
uce-2242_p1,0,1,0,0,1,1,0,0,0,1
uce-2243_p1,0,0,0,0,0,0,0,0,0,0
uce-2245_p1,0,0,0,0,0,0,0,0,0,0
uce-2246_p1,0,0,0,0,0,0,0,0,0,0
uce-2247_p1,0,0,0,0,0,0,0,0,0,0
uce-2248_p1,0,0,0,0,0,0,0,0,1,0
uce-225_p1,0,0,0,0,0,0,1,0,0,0
uce-2250_p1,0,0,0,0,0,0,0,0,0,0
uce-2251_p1,0,0,0,0,0,0,0,0,0,0
uce-2252_p1,0,0,0,0,0,0,0,0,0,0
uce-2253_p1,0,0,0,0,0,0,0,0,0,0
uce-2255_p1,0,0,0,0,0,0,0,0,0,0
uce-2256_p1,0,0,0,0,0,0,0,0,0,0
uce-2257_p1,0,0,0,0,0,0,0,0,0,0
uce-2259_p1,0,0,0,0,0,0,0,0,0,0
uce-2260_p1,0,0,0,0,0,0,0,0,0,0
uce-2261_p1,1,1,1,1,1,1,1,1,1,1
uce-2262_p1,0,0,0,0,0,0,0,0,0,0
uce-2263_p1,0,0,0,0,0,0,0,0,0,0
uce-2265_p1,0,0,0,0,0,0,0,0,0,0
uce-2266_p1,0,0,0,0,0,0,0,0,0,0
uce-2267_p1,0,0,0,0,0,0,0,0,0,0
uce-227_p1,0,0,0,0,0,0,0,0,0,0
uce-227_p2,0,0,0,0,0,0,0,0,0,0
uce-227_p3,0,0,0,0,0,0,0,0,0,0
uce-227_p4,0,0,0,0,0,0,0,0,0,0
uce-2273_p1,0,0,0,0,0,0,0,0,0,0
uce-2274_p1,0,0,0,0,0,0,1,0,0,0
uce-2275_p1,0,0,0,0,0,0,0,0,0,0
uce-2276_p1,0,0,0,0,0,0,0,1,0,0
uce-2277_p1,0,0,0,0,0,0,0,0,0,0
uce-2278_p1,0,0,0,0,0,0,0,0,0,0
uce-2279_p1,0,0,0,0,0,0,0,0,0,0
uce-2282_p1,0,0,0,0,0,0,0,0,0,0
uce-2283_p1,0,0,0,0,0,0,1,0,0,0
uce-2284_p1,0,0,0,0,0,0,0,0,0,0
uce-2287_p1,0,0,0,0,0,0,0,0,0,0
uce-2288_p1,0,0,0,0,0,0,0,0,0,0
uce-2289_p1,0,0,0,0,0,0,0,0,0,0
uce-2291_p1,0,0,0,0,0,0,0,0,0,0
uce-2293_p1,0,0,0,0,0,0,0,0,0,0
uce-2294_p1,0,0,0,0,0,0,1,0,0,0
uce-2295_p1,0,1,0,0,1,1,0,0,0,1
uce-2296_p1,0,0,0,0,0,0,0,0,0,0
uce-2297_p1,0,0,0,0,0,0,0,0,0,0
uce-2298_p1,0,0,0,0,0,0,0,0,0,0
uce-2299_p1,0,0,0,0,0,0,0,0,0,0
uce-23_p5,0,0,0,0,0,0,0,0,0,0
uce-230_p1,1,1,1,1,1,1,1,1,1,1
uce-2300_p1,0,0,0,0,0,0,0,0,0,0
uce-2301_p1,0,0,0,0,0,0,1,0,0,0
uce-2302_p1,0,0,0,0,0,0,0,0,0,0
uce-2303_p1,0,0,0,0,0,0,0,0,0,0
uce-2306_p1,0,0,0,0,0,0,0,0,0,0
uce-2308_p1,0,0,0,0,0,0,0,0,0,0
uce-2309_p1,0,0,0,0,0,0,0,0,0,0
uce-231_p1,0,0,0,0,0,0,0,0,0,0
uce-231_p2,0,0,0,0,0,0,0,0,0,0
uce-231_p3,0,0,0,0,0,0,0,0,0,0
uce-2312_p1,0,0,0,0,0,0,0,0,0,0
uce-2313_p1,0,0,0,0,0,0,0,0,0,0
uce-2315_p1,0,0,0,0,0,0,1,0,0,0
uce-2319_p1,0,0,0,0,0,0,0,0,0,0
uce-232_p2,0,0,0,0,0,0,0,0,0,0
uce-2320_p1,0,0,0,0,0,0,0,0,0,0
uce-2321_p1,0,0,0,0,0,0,0,0,0,0
uce-2325_p1,0,0,0,0,0,0,0,0,0,0
uce-2326_p1,0,0,0,0,0,0,0,0,0,0
uce-2328_p1,0,0,0,0,0,0,0,0,0,0
uce-233_p1,0,0,0,0,0,0,0,0,0,0
uce-2331_p1,0,0,0,0,0,0,0,0,0,0
uce-2334_p1,1,1,1,1,1,1,0,1,1,1
uce-2335_p1,0,0,0,0,0,0,0,0,0,0
uce-2338_p1,0,0,0,0,0,0,0,0,0,0
uce-234_p2,0,0,0,0,0,0,0,0,0,0
uce-2340_p1,0,0,0,0,0,0,0,0,0,0
uce-2341_p1,0,0,0,0,1,0,0,0,0,0
uce-2342_p1,0,0,0,0,0,0,0,0,0,0
uce-2344_p1,0,0,0,0,0,0,0,1,0,0
uce-2345_p1,0,0,0,0,0,0,0,0,0,0
uce-2346_p1,0,0,0,0,0,0,0,0,0,0
uce-2347_p1,0,0,0,0,0,0,0,0,0,0
uce-2348_p1,0,0,0,0,0,0,0,0,0,0
uce-2349_p1,0,0,0,0,0,0,0,1,0,0
uce-235_p1,0,0,0,0,0,0,0,0,0,0
uce-2350_p1,0,0,0,0,0,0,0,0,0,0
uce-2351_p1,0,0,0,0,0,0,0,0,0,0
uce-2352_p1,0,0,0,0,0,0,0,0,0,0
uce-2353_p1,0,0,0,0,0,0,0,0,0,0
uce-2355_p1,0,0,0,0,0,0,0,0,0,0
uce-2356_p1,0,0,0,0,0,0,0,0,0,0
uce-2358_p1,0,0,0,0,0,0,1,0,0,0
uce-2361_p1,0,0,0,0,0,0,0,0,0,0
uce-2365_p1,0,0,0,0,0,0,0,0,0,0
uce-2367_p1,0,0,0,0,0,0,0,0,0,0
uce-2369_p1,0,0,1,0,0,0,1,1,0,1
uce-237_p3,0,0,0,0,0,1,0,1,1,1
uce-2370_p1,0,0,0,0,0,0,0,0,0,0
uce-2371_p1,0,0,0,0,0,0,0,0,0,0
uce-2372_p1,0,0,0,0,0,0,0,0,0,0
uce-2376_p1,0,0,0,0,0,0,0,0,0,0
uce-2377_p1,0,0,0,0,0,0,1,0,0,0
uce-2378_p1,0,0,0,0,0,0,0,0,0,0
uce-2379_p1,0,0,0,0,0,0,0,0,0,0
uce-238_p1,0,0,0,0,0,0,0,0,0,0
uce-2383_p1,0,0,0,0,0,0,0,0,0,0
uce-2384_p1,0,0,0,0,0,0,0,0,1,0
uce-2385_p1,0,0,0,0,1,0,0,0,0,0
uce-2386_p1,1,1,1,1,1,1,1,1,1,1
uce-2387_p1,0,0,0,0,0,0,0,0,0,0
uce-2388_p1,0,0,0,0,0,0,0,0,0,0
uce-2389_p1,0,0,0,0,0,0,0,0,0,0
uce-239_p1,0,0,0,0,0,0,0,0,0,0
uce-2392_p1,0,0,0,0,0,0,0,0,0,0
uce-2393_p1,0,0,0,0,0,0,0,0,0,0
uce-2395_p1,0,0,0,0,0,0,0,0,0,0
uce-2396_p1,0,0,0,0,0,0,0,0,0,0
uce-2397_p1,0,0,0,0,0,0,0,0,0,0
uce-2399_p1,0,0,0,0,0,0,0,0,0,0
uce-24_p1,0,0,0,0,0,0,0,0,0,0
uce-24_p2,0,0,0,0,0,0,0,0,0,0
uce-240_p1,0,0,0,0,0,0,0,0,0,0
uce-2400_p1,0,0,0,0,0,0,0,0,0,0
uce-2404_p1,0,0,0,0,0,0,0,0,0,0
uce-2406_p1,0,0,0,0,0,0,0,0,0,0
uce-2407_p1,1,1,0,0,1,1,0,1,1,1
uce-2409_p1,0,0,0,0,0,0,0,0,0,0
uce-241_p2,0,0,0,0,0,0,0,0,0,0
uce-2414_p1,0,0,0,0,0,0,0,0,0,0
uce-2415_p1,0,0,0,0,0,0,0,0,0,0
uce-2416_p1,0,0,0,0,0,0,0,0,0,0
uce-2419_p1,0,0,0,0,0,0,0,0,0,0
uce-242_p3,0,0,0,0,0,0,0,0,0,0
uce-2421_p1,0,0,0,0,0,0,0,0,0,0
uce-2422_p1,0,0,0,0,0,0,1,0,0,0
uce-2423_p1,0,0,0,0,0,0,0,0,0,0
uce-2427_p1,0,0,0,0,0,0,0,0,0,0
uce-243_p5,0,0,0,0,0,0,0,0,0,0
uce-2432_p1,0,0,0,0,0,0,0,0,0,0
uce-2433_p1,0,0,0,0,0,0,0,0,0,0
uce-2435_p1,0,0,0,0,0,0,0,0,0,0
uce-2437_p1,0,0,0,0,0,0,0,0,0,0
uce-2438_p1,0,1,1,1,1,0,1,0,0,0
uce-2439_p1,0,0,0,0,0,0,0,0,0,0
uce-2441_p1,0,0,0,0,0,0,0,1,0,0
uce-2444_p1,0,0,0,0,0,0,0,0,0,0
uce-2446_p1,0,0,0,0,0,0,0,0,0,0
uce-2448_p1,0,0,0,0,0,0,0,0,0,0
uce-245_p3,0,0,0,0,0,0,0,0,0,0
uce-2450_p1,0,0,0,0,0,0,0,0,0,0
uce-2451_p1,0,0,0,0,0,0,0,0,0,0
uce-2452_p1,0,0,0,0,0,0,0,0,0,0
uce-2454_p1,0,0,0,0,0,0,0,0,0,0
uce-2456_p1,1,1,1,1,1,1,1,1,1,1
uce-2457_p1,1,1,1,1,1,1,1,1,1,1
uce-246_p5,0,0,0,0,0,0,0,0,0,0
uce-246_p6,0,0,0,0,0,0,0,0,0,0
uce-246_p7,0,0,0,0,0,0,0,0,0,0
uce-2461_p1,0,0,0,0,0,0,0,0,0,0
uce-2462_p1,0,0,0,0,0,0,0,0,0,0
uce-2464_p1,0,0,0,0,0,0,0,0,0,0
uce-2465_p1,0,0,0,0,0,0,0,0,0,0
uce-2466_p1,0,0,0,0,0,0,0,0,0,0
uce-2468_p1,0,0,0,0,0,0,0,0,0,0
uce-2469_p1,0,0,0,0,0,0,0,0,0,0
uce-2471_p1,0,0,0,0,0,0,0,0,0,0
uce-2472_p1,0,0,0,0,0,0,0,1,0,0
uce-2474_p1,0,0,0,0,0,0,0,1,0,0
uce-2475_p1,0,0,0,0,0,0,0,0,0,0
uce-2476_p1,0,0,0,0,0,0,0,0,0,0
uce-2477_p1,0,0,0,0,0,0,0,0,0,0
uce-2478_p1,0,0,0,0,0,1,0,1,1,1
uce-248_p2,0,0,0,0,0,0,0,0,0,0
uce-2480_p1,0,0,0,0,0,0,0,0,0,0
uce-2482_p1,0,0,1,0,1,1,0,1,0,1
uce-2485_p1,1,1,1,1,1,1,1,1,1,1
uce-2487_p1,0,0,0,0,0,0,0,0,0,0
uce-2489_p1,0,0,0,0,0,0,0,0,0,0
uce-249_p4,1,1,1,1,1,1,1,1,1,1
uce-2491_p1,0,0,0,0,0,0,0,1,0,0
uce-2498_p1,0,0,0,0,0,0,0,0,0,0
uce-25_p1,0,0,0,0,0,0,0,0,0,0
uce-25_p2,0,0,0,0,0,0,0,0,0,0
uce-25_p3,0,0,0,0,0,0,0,0,0,0
uce-2502_p1,0,0,0,0,0,0,0,0,0,0
uce-2503_p1,0,0,0,0,0,0,0,0,0,0
uce-2504_p1,0,0,0,0,0,0,0,0,0,0
uce-2505_p1,0,0,0,0,0,0,0,0,0,0
uce-2507_p1,0,0,0,0,0,0,0,0,0,0
uce-2508_p1,0,0,0,0,0,0,0,0,0,0
uce-2509_p1,0,0,0,0,0,0,0,0,0,0
uce-251_p5,0,0,0,0,0,0,0,0,0,0
uce-2510_p1,0,0,0,0,0,0,0,0,0,0
uce-2511_p1,0,0,0,0,0,0,0,0,0,0
uce-2512_p1,0,0,0,0,0,0,0,0,0,0
uce-2513_p1,0,0,0,0,0,0,0,0,0,0
uce-2514_p1,1,1,1,1,1,1,1,1,1,1
uce-2515_p1,0,0,0,0,0,0,0,0,0,0
uce-2516_p1,0,0,0,0,0,0,0,0,0,0
uce-2517_p1,0,0,0,0,0,0,0,0,0,0
uce-2518_p1,0,0,0,0,0,0,0,0,0,0
uce-252_p1,0,0,0,0,0,0,0,0,0,0
uce-2521_p1,0,0,0,0,0,0,0,0,0,0
uce-2522_p1,0,0,0,0,0,0,0,0,0,0
uce-2526_p1,0,0,0,0,0,0,0,0,0,0
uce-2529_p1,0,0,0,0,0,0,0,0,0,0
uce-253_p2,0,0,0,0,0,0,0,0,0,0
uce-2530_p1,0,0,0,0,0,0,0,0,0,0
uce-2531_p1,0,0,0,0,0,0,0,0,0,0
uce-2533_p1,0,0,0,0,0,0,0,0,0,0
uce-2534_p1,0,0,0,0,0,0,0,0,0,0
uce-2537_p1,0,0,0,0,0,0,0,0,0,0
uce-2538_p1,0,0,0,0,0,0,0,0,0,0
uce-2539_p1,0,0,0,0,0,0,0,0,0,0
uce-254_p2,0,0,0,0,0,0,0,0,0,0
uce-2540_p1,0,0,0,0,0,0,0,0,0,0
uce-2541_p1,0,0,0,0,0,0,1,0,0,0
uce-2544_p1,0,0,0,0,0,0,0,0,0,0
uce-2545_p1,0,0,0,0,0,0,0,0,0,0
uce-2546_p1,0,0,0,0,0,0,0,0,0,0
uce-2548_p1,0,0,0,0,0,0,0,0,0,0
uce-255_p2,0,0,0,0,0,0,0,0,0,0
uce-255_p3,0,0,0,0,0,0,0,0,0,0
uce-255_p4,0,0,0,0,0,0,0,0,0,0
uce-2550_p1,0,0,0,0,0,0,0,0,0,0
uce-2551_p1,0,0,0,0,0,0,0,0,0,0
uce-2553_p1,0,0,0,0,0,0,0,0,0,0
uce-2558_p1,0,0,0,0,0,0,0,0,0,0
uce-2559_p1,0,0,0,0,0,0,0,0,0,0
uce-256_p2,0,0,0,0,0,1,0,1,1,1
uce-256_p3,0,0,0,0,0,1,0,1,1,1
uce-2560_p1,0,0,0,0,0,0,0,0,0,0
uce-2561_p1,0,0,0,0,0,0,0,0,0,0
uce-2563_p1,0,0,0,0,0,0,0,0,0,0
uce-2564_p1,0,0,0,0,0,0,0,0,0,0
uce-2565_p1,0,0,0,0,0,0,0,0,0,0
uce-2566_p1,0,0,0,0,0,0,0,0,0,0
uce-2569_p1,0,0,0,0,0,0,0,0,0,0
uce-257_p1,0,0,0,0,0,0,0,0,0,0
uce-2572_p1,0,0,0,0,0,0,0,0,0,0
uce-2574_p1,0,0,0,0,0,0,0,0,0,0
uce-2575_p1,0,0,0,0,0,0,0,0,0,0
uce-2576_p1,1,1,1,1,1,1,1,1,1,1
uce-2577_p1,0,0,0,0,0,0,0,0,0,0
uce-2578_p1,0,0,0,0,0,0,0,0,0,0
uce-2579_p1,0,0,0,0,0,0,0,0,0,0
uce-258_p2,0,0,0,0,0,0,0,0,0,0
uce-258_p3,0,0,0,0,0,0,0,0,0,0
uce-2582_p1,0,0,0,0,0,0,0,0,0,0
uce-2585_p1,0,0,0,0,0,0,0,0,0,0
uce-2586_p1,0,0,0,0,0,0,0,0,0,0
uce-2587_p1,0,0,0,0,0,0,0,0,0,0
uce-2589_p1,0,0,0,0,0,0,0,0,0,0
uce-2591_p1,0,0,0,0,0,0,0,0,0,0
uce-2592_p1,0,0,0,0,0,0,0,0,0,0
uce-2593_p1,0,0,0,0,0,0,0,0,0,0
uce-2594_p1,0,0,0,0,0,0,0,0,0,0
uce-2596_p1,0,0,0,0,0,0,0,0,0,0
uce-2598_p1,0,0,0,0,0,0,0,0,0,0
uce-2599_p1,1,1,1,1,1,1,1,1,1,1
uce-260_p2,1,1,1,1,1,1,0,1,1,1
uce-2605_p1,0,0,0,0,0,0,0,0,0,0
uce-2606_p1,0,0,0,0,0,0,0,0,0,0
uce-2609_p1,1,1,0,0,1,0,1,1,0,0
uce-261_p1,1,1,1,1,1,1,1,1,1,1
uce-261_p2,1,1,1,1,1,1,1,1,1,1
uce-2611_p1,0,0,0,0,0,0,0,0,0,0
uce-2612_p1,0,0,0,0,0,0,0,0,0,0
uce-2613_p1,0,0,0,0,0,0,0,0,0,0
uce-2614_p1,1,0,0,0,0,0,0,0,0,0
uce-2616_p1,0,0,0,0,0,0,0,0,0,0
uce-2618_p1,0,0,0,0,0,0,0,0,0,0
uce-2619_p1,0,0,0,0,0,0,0,0,0,0
uce-2621_p1,0,0,0,0,0,0,0,1,0,0
uce-2623_p1,0,0,0,0,0,0,0,0,0,0
uce-2625_p1,0,0,0,0,0,0,0,0,0,0
uce-2628_p1,0,0,0,0,0,0,0,0,0,0
uce-263_p3,0,0,0,0,0,0,0,0,0,0
uce-2637_p1,0,0,0,0,0,0,0,0,0,0
uce-2639_p1,1,1,0,0,1,1,0,1,1,1
uce-264_p4,0,0,0,0,0,0,0,0,0,0
uce-2642_p1,0,0,0,0,0,0,0,0,0,0
uce-2645_p1,1,1,0,0,1,0,0,1,0,0
uce-2646_p1,0,0,0,0,0,0,0,0,0,0
uce-2647_p1,0,0,0,0,0,0,0,0,0,0
uce-2648_p1,1,1,1,1,1,1,1,1,1,1
uce-2651_p1,0,0,0,0,0,0,0,0,0,0
uce-2655_p1,0,0,0,0,0,0,0,0,0,0
uce-2656_p1,0,0,0,0,0,0,0,0,0,0
uce-2658_p1,0,0,0,0,0,0,0,0,0,0
uce-266_p1,0,0,0,0,0,0,0,0,0,0
uce-2662_p1,1,1,1,1,1,1,1,1,1,1
uce-2665_p1,0,0,0,0,0,0,0,0,0,0
uce-2666_p1,0,0,0,0,0,0,0,0,0,0
uce-2667_p1,0,0,0,0,0,0,0,0,0,0
uce-2668_p1,0,0,0,0,0,0,0,0,0,0
uce-2670_p1,0,0,0,0,0,0,0,0,0,0
uce-2671_p1,0,0,0,0,0,0,0,0,0,0
uce-2674_p1,0,0,0,0,0,0,0,0,0,0
uce-2676_p1,0,0,0,0,0,0,0,0,0,0
uce-2677_p1,0,0,0,0,0,0,0,0,0,0
uce-2678_p1,0,0,0,0,0,0,0,0,0,0
uce-268_p1,1,1,1,1,1,1,1,1,1,1
uce-2680_p1,0,0,0,0,0,0,0,0,0,0
uce-2681_p1,0,0,0,0,0,0,1,0,0,0
uce-2682_p1,0,0,0,0,0,0,0,0,0,0
uce-2684_p1,0,0,0,0,0,0,0,0,0,0
uce-2687_p1,0,0,0,0,0,0,0,0,0,0
uce-2688_p1,0,0,0,0,0,0,0,0,0,0
uce-2689_p1,0,0,0,0,0,0,1,0,0,0
uce-269_p1,0,0,0,0,0,0,0,0,0,0
uce-2690_p1,0,0,0,0,0,0,0,0,0,0
uce-2692_p1,0,0,0,0,0,0,0,0,0,0
uce-2693_p1,0,0,0,0,0,0,0,0,0,0
uce-2694_p1,0,0,0,0,0,0,0,0,0,0
uce-2697_p1,0,0,0,0,0,0,0,0,0,0
uce-2698_p1,0,0,0,0,0,0,0,0,0,0
uce-2699_p1,0,0,0,0,0,0,0,0,0,0
uce-27_p1,0,0,0,0,0,0,0,0,0,0
uce-2701_p1,0,0,0,0,0,0,0,0,0,0
uce-2703_p1,0,0,0,0,0,1,0,1,1,1
uce-2704_p1,1,1,1,1,1,1,1,1,1,1
uce-2705_p1,0,0,0,0,0,0,0,0,0,0
uce-2707_p1,0,0,0,0,0,0,0,0,0,0
uce-2708_p1,0,0,0,0,0,0,0,0,0,0
uce-2710_p1,0,0,0,0,0,0,0,0,0,0
uce-2713_p1,0,0,0,0,0,0,0,0,0,0
uce-2714_p1,0,0,0,0,0,0,0,0,0,0
uce-2715_p1,0,0,0,0,0,0,0,0,0,0
uce-2716_p1,0,0,0,0,0,0,0,0,0,0
uce-2718_p1,0,0,0,0,0,0,0,0,0,0
uce-2719_p1,0,0,0,0,0,0,0,0,0,0
uce-2728_p1,0,0,0,0,0,0,0,0,0,0
uce-2729_p1,0,0,0,0,0,0,0,0,0,0
uce-273_p2,0,0,0,0,0,0,0,0,0,0
uce-2731_p1,0,0,0,0,0,0,0,0,0,0
uce-2732_p1,0,0,0,0,0,0,0,1,0,0
uce-2733_p1,0,0,0,0,0,0,0,0,1,0
uce-2734_p1,0,0,0,0,0,0,0,0,0,0
uce-2735_p1,0,0,0,0,0,0,0,0,0,0
uce-2736_p1,0,0,0,0,0,0,0,0,0,0
uce-2737_p1,0,0,0,0,0,0,0,0,0,0
uce-2739_p1,1,1,0,0,0,0,1,0,0,0
uce-274_p2,0,0,0,0,0,0,0,0,0,0
uce-2740_p1,0,0,0,0,0,0,0,0,0,0
uce-2742_p1,0,0,0,0,0,0,0,0,0,0
uce-2743_p1,0,0,0,0,0,1,1,0,0,0
uce-2745_p1,0,0,0,0,0,0,0,0,0,0
uce-2746_p1,0,0,0,0,0,0,0,0,0,0
uce-2748_p1,0,0,0,0,0,0,0,0,0,0
uce-2752_p1,0,0,0,0,0,0,0,0,0,0
uce-2753_p1,0,0,0,0,0,0,0,0,0,0
uce-2754_p1,0,0,0,0,0,0,0,0,0,0
uce-2757_p1,0,0,0,0,0,0,0,0,0,0
uce-2758_p1,1,1,1,1,1,1,1,1,1,1
uce-276_p2,0,0,0,0,0,0,0,0,0,0
uce-2762_p1,0,0,0,0,0,0,0,1,0,0
uce-2763_p1,0,0,0,0,0,0,0,0,0,0
uce-2765_p1,0,0,0,0,0,0,0,0,0,0
uce-2766_p1,0,0,0,0,0,0,0,0,0,0
uce-2767_p1,0,0,0,0,0,0,0,0,0,0
uce-2768_p1,0,0,0,0,0,0,1,0,0,0
uce-2769_p1,0,0,0,0,0,0,0,0,0,0
uce-277_p1,0,0,0,0,0,0,0,0,0,0
uce-277_p2,0,0,0,0,0,0,0,0,0,0
uce-277_p3,0,0,0,0,0,0,0,0,0,0
uce-2770_p1,0,0,0,0,0,0,0,0,0,0
uce-2771_p1,0,0,0,0,0,0,0,1,0,0
uce-2773_p1,0,0,0,0,0,0,0,0,0,0
uce-2774_p1,0,0,0,0,0,0,0,0,0,0
uce-2775_p1,0,0,0,0,0,0,0,0,0,0
uce-2777_p1,0,0,0,0,0,0,0,0,0,0
uce-2778_p1,0,0,0,0,0,0,0,0,0,0
uce-278_p4,0,0,0,0,0,0,0,0,0,0
uce-2780_p1,0,0,0,0,0,0,0,0,0,0
uce-2781_p1,0,0,0,0,0,0,0,0,0,0
uce-2782_p1,0,0,0,0,0,0,0,0,0,0
uce-2784_p1,0,0,0,0,0,0,0,0,0,0
uce-2785_p1,0,0,0,0,0,0,0,0,0,0
uce-2788_p1,0,0,0,0,0,0,0,0,0,0
uce-2789_p1,0,0,0,0,0,0,0,0,0,0
